full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,scraped_at
Margaret Edwards,Margaret,Edwards,margaret_edwards@compass.com,(206) 354-7203,United Real Estate,Chattanooga,TN,Chattanooga,TN884223,TN,5,8,2560000,62,C,C,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Rachel Martinez,Rachel,Martinez,rachelmartinez86@hotmail.com,(804) 456-7154,Keller Williams,Tallahassee,FL,Tallahassee,FL129281,FL,4,3,1200000,65,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Rebecca Robinson,Rebecca,Robinson,rebecca.robinson@yahoo.com,(612) 674-8571,United Real Estate,Spokane,WA,Spokane,WA482345,WA,4,3,1800000,64,C,C,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Melissa Gomez,Melissa,Gomez,melissa_gomez@aol.com,(864) 492-5752,United Real Estate,Memphis,TN,Memphis,TN374794,TN,5,10,3200000,77,B,B,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Jessica Watson,Jessica,Watson,jessicawatson19@weichert.com,(813) 608-6765,ERA Real Estate,Houston,TX,Houston,TX430002,TX,10,20,7000000,73,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Karen Howard,Karen,Howard,karen_howard@century21.com,(612) 470-5302,Windermere Real Estate,Philadelphia,PA,Philadelphia,PA709005,PA,5,12,3480000,77,A,A,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Kevin Jackson,Kevin,Jackson,kevinjackson39@sothebysrealty.com,(314) 210-4077,Redfin,Charlotte,NC,Charlotte,NC171088,NC,5,15,4650000,90,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
William Cooper,William,Cooper,william.cooper@weichert.com,(801) 929-4281,United Real Estate,Atlanta,GA,Atlanta,GA449958,GA,4,20,6500000,85,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Sharon Jackson,Sharon,Jackson,sharon.jackson@sothebysrealty.com,(585) 517-4086,Weichert Realtors,Milwaukee,WI,Milwaukee,WI996679,WI,1,10,2750000,66,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Dorothy Cox,Dorothy,Cox,dorothy_cox@exp.com,(423) 473-1911,Corcoran Global Living,Washington,DC,Washington,DC424204,DC,5,25,17500000,87,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
William Collins,William,Collins,william.collins@hotmail.com,(502) 604-5319,Realty ONE Group,Sacramento,CA,Sacramento,CA934965,CA,2,10,7500000,82,B,B,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Jessica James,Jessica,James,jessica_james@century21.com,(214) 584-3885,Better Homes and Gardens Real Estate,New Orleans,LA,New Orleans,LA186963,LA,6,10,2300000,71,B,B,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Thomas Wilson,Thomas,Wilson,thomas.wilson@hotmail.com,(951) 606-4984,HomeSmart,Greenville,SC,Greenville,SC279100,SC,2,8,2320000,85,C,C,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Mary Sanchez,Mary,Sanchez,mary.sanchez@remax.com,(213) 821-8254,Keller Williams,Charlotte,NC,Charlotte,NC276595,NC,2,12,3720000,79,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Kenneth Roberts,Kenneth,Roberts,kennethroberts33@compass.com,(208) 510-7187,Local Brokerage,San Diego,CA,San Diego,CA691294,CA,6,16,12000000,76,A,A,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Samantha Ruiz,Samantha,Ruiz,samantha_ruiz@coldwellbanker.com,(408) 759-5441,ERA Real Estate,Dallas,TX,Dallas,TX797175,TX,3,16,5600000,77,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Ronald Mitchell,Ronald,Mitchell,ronald_mitchell@hotmail.com,(415) 766-9665,Windermere Real Estate,Buffalo,NY,Buffalo,NY443671,NY,4,15,12750000,67,B,B,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Christopher Gomez,Christopher,Gomez,christophergomez20@exp.com,(205) 321-4693,Keller Williams,San Jose,CA,San Jose,CA190651,CA,12,50,37500000,90,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Dorothy Moore,Dorothy,Moore,dorothymoore@exp.com,(314) 798-3947,Compass,Atlanta,GA,Atlanta,GA470104,GA,3,16,5200000,78,A,A,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Hall,Helen,Hall,helenhall42@century21.com,(408) 672-2213,Realty ONE Group,Tallahassee,FL,Tallahassee,FL212836,FL,5,15,6000000,67,C,C,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Ashley Adams,Ashley,Adams,aadams@yahoo.com,(405) 885-8340,CBRE,Philadelphia,PA,Philadelphia,PA561471,PA,6,35,10150000,100,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Mark Bennett,Mark,Bennett,markbennett85@weichert.com,(719) 977-6706,Better Homes and Gardens Real Estate,Phoenix,AZ,Phoenix,AZ144138,AZ,3,35,15750000,86,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Kevin Cruz,Kevin,Cruz,kevincruz43@sothebysrealty.com,(313) 824-9405,Coldwell Banker,Seattle,WA,Seattle,WA296419,WA,12,20,12000000,78,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
William Sanchez,William,Sanchez,williamsanchez56@outlook.com,(608) 640-2060,Berkshire Hathaway HomeServices,Memphis,TN,Memphis,TN997429,TN,1,45,14400000,80,B,B,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Margaret Kelly,Margaret,Kelly,margaretkelly79@realtor.com,(515) 445-2710,Century 21,Rochester,NY,Rochester,NY748826,NY,8,10,8500000,71,B,B,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Christine Ward,Christine,Ward,christine.ward@sothebysrealty.com,(313) 544-9778,Sotheby's International Realty,Oklahoma City,OK,Oklahoma City,OK844183,OK,1,12,2520000,83,B,B,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Benjamin Peterson,Benjamin,Peterson,benjaminpeterson@exp.com,(303) 826-3323,Sotheby's International Realty,Columbus,OH,Columbus,OH985942,OH,12,10,2500000,68,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
William Mitchell,William,Mitchell,williammitchell76@compass.com,(408) 203-6791,HomeSmart,Washington,DC,Washington,DC536320,DC,6,12,8400000,77,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Karen Hall,Karen,Hall,karen_hall@kw.com,(312) 693-8734,ERA Real Estate,Denver,CO,Denver,CO685861,CO,6,30,16500000,83,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Michael Hill,Michael,Hill,mhill@weichert.com,(801) 590-5028,Weichert Realtors,Richmond,VA,Richmond,VA386517,VA,7,10,3750000,70,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Susan Robinson,Susan,Robinson,susanrobinson89@aol.com,(423) 297-4687,Zillow Premier Agent,Cedar Rapids,IA,Cedar Rapids,IA524173,IA,5,3,615000,62,C,C,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Ryan Martin,Ryan,Martin,ryan.martin@coldwellbanker.com,(813) 363-1140,Zillow Premier Agent,San Francisco,CA,San Francisco,CA211451,CA,8,20,15000000,82,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Ashley Jackson,Ashley,Jackson,ajackson@homesmart.com,(213) 524-4446,Better Homes and Gardens Real Estate,Baltimore,MD,Baltimore,MD538203,MD,3,15,6375000,81,B,B,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Cynthia Rogers,Cynthia,Rogers,crogers@kw.com,(404) 301-2342,HomeSmart,Dallas,TX,Dallas,TX919799,TX,10,12,4200000,74,A,A,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Jacob Hughes,Jacob,Hughes,jacobhughes@kw.com,(504) 632-6250,Local Brokerage,Milwaukee,WI,Milwaukee,WI263939,WI,7,45,12375000,98,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Robert Morales,Robert,Morales,robert_morales@hotmail.com,(405) 640-1035,Coldwell Banker,Lincoln,NE,Lincoln,NE600555,NE,6,6,1380000,81,C,C,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Stephen Gray,Stephen,Gray,stephen_gray@gmail.com,(412) 345-8369,Berkshire Hathaway HomeServices,Lubbock,TX,Lubbock,TX220566,TX,1,6,2100000,82,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Sarah James,Sarah,James,sarahjames24@hotmail.com,(412) 986-1031,Better Homes and Gardens Real Estate,Phoenix,AZ,Phoenix,AZ989535,AZ,3,60,27000000,80,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Matthew Hall,Matthew,Hall,matthew_hall@weichert.com,(404) 450-3008,Keller Williams,San Diego,CA,San Diego,CA126231,CA,5,12,9000000,75,A,A,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Lisa Watson,Lisa,Watson,lwatson@sothebysrealty.com,(865) 367-5565,RE/MAX,Sacramento,CA,Sacramento,CA712133,CA,10,28,21000000,91,B,B,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Barbara Flores,Barbara,Flores,barbara.flores@coldwellbanker.com,(612) 915-3386,eXp Realty,Omaha,NE,Omaha,NE102419,NE,1,10,2300000,78,B,B,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Paul Richardson,Paul,Richardson,paulrichardson52@compass.com,(716) 307-5484,HomeSmart,Mobile,AL,Mobile,AL295864,AL,8,15,3300000,86,C,C,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Jonathan Stewart,Jonathan,Stewart,jonathan_stewart@hotmail.com,(504) 344-8517,HomeSmart,Fort Collins,CO,Fort Collins,CO283208,CO,4,6,3300000,82,C,C,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Kevin Wright,Kevin,Wright,kevin_wright@outlook.com,(704) 611-7395,Weichert Realtors,Wichita,KS,Wichita,KS137661,KS,2,6,1200000,67,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Andrew Peterson,Andrew,Peterson,apeterson@compass.com,(314) 649-1819,RE/MAX,Winston-Salem,NC,Winston-Salem,NC374650,NC,3,10,3100000,65,C,C,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Emma Howard,Emma,Howard,emmahoward@gmail.com,(719) 454-7052,Better Homes and Gardens Real Estate,Miami,FL,Miami,FL745556,FL,6,30,12000000,98,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Justin Howard,Justin,Howard,justinhoward29@remax.com,(215) 973-2499,Local Brokerage,Boston,MA,Boston,MA414066,MA,6,20,13000000,82,A,A,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Anna Lee,Anna,Lee,alee@exp.com,(619) 324-1233,Redfin,Orlando,FL,Orlando,FL734185,FL,5,45,18000000,77,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Howard,Helen,Howard,helenhoward@compass.com,(212) 540-6441,CBRE,New Orleans,LA,New Orleans,LA715125,LA,8,12,2760000,78,B,B,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Paul Cox,Paul,Cox,paulcox@realtor.com,(408) 395-2167,Berkshire Hathaway HomeServices,Miami,FL,Miami,FL854677,FL,3,30,12000000,93,A,A,3.0,realtor_scraper,2026-05-02T07:06:13+00:00
Stephen Walker,Stephen,Walker,stephen.walker@outlook.com,(405) 206-1487,Zillow Premier Agent,Albuquerque,NM,Albuquerque,NM224405,NM,3,8,2200000,63,C,C,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Justin Anderson,Justin,Anderson,justin_anderson@yahoo.com,(704) 283-5366,RE/MAX,Kansas City,MO,Kansas City,MO316742,MO,7,45,11700000,100,B,B,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Nancy Taylor,Nancy,Taylor,nancytaylor@kw.com,(504) 428-5473,Compass,Salt Lake City,UT,Salt Lake City,UT437526,UT,6,4,2000000,73,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Nancy Anderson,Nancy,Anderson,nancy.anderson@hotmail.com,(614) 995-2703,Sotheby's International Realty,Chicago,IL,Chicago,IL812946,IL,5,16,4800000,88,A,A,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Rachel Flores,Rachel,Flores,rflores@outlook.com,(559) 482-9217,HomeSmart,Boston,MA,Boston,MA736450,MA,5,25,16250000,97,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Charles Bailey,Charles,Bailey,charles_bailey@gmail.com,(513) 901-6623,CBRE,Albuquerque,NM,Albuquerque,NM365794,NM,3,8,2200000,61,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Pamela Gray,Pamela,Gray,pamela.gray@coldwellbanker.com,(513) 438-3957,Windermere Real Estate,Boston,MA,Boston,MA886995,MA,6,40,26000000,98,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Jonathan Howard,Jonathan,Howard,jonathan_howard@coldwellbanker.com,(212) 368-9984,Better Homes and Gardens Real Estate,San Francisco,CA,San Francisco,CA837344,CA,7,16,12000000,73,A,A,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Barbara Garcia,Barbara,Garcia,barbaragarcia74@yahoo.com,(313) 676-8719,Zillow Premier Agent,Milwaukee,WI,Milwaukee,WI626682,WI,4,8,2200000,82,B,B,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Donna Mendoza,Donna,Mendoza,donnamendoza30@compass.com,(520) 872-9592,Better Homes and Gardens Real Estate,Philadelphia,PA,Philadelphia,PA448010,PA,4,8,2320000,87,A,A,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
David Reyes,David,Reyes,dreyes@gmail.com,(213) 639-4000,Century 21,Dallas,TX,Dallas,TX840127,TX,7,30,10500000,86,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Amy Hill,Amy,Hill,amyhill43@sothebysrealty.com,(503) 998-9360,Local Brokerage,Boston,MA,Boston,MA670477,MA,10,25,16250000,96,A,A,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Kenneth Gutierrez,Kenneth,Gutierrez,kennethgutierrez85@sothebysrealty.com,(402) 946-2618,Corcoran Global Living,Fresno,CA,Fresno,CA244508,CA,3,22,16500000,73,B,B,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Christine Clark,Christine,Clark,christineclark@remax.com,(317) 610-2051,ERA Real Estate,Washington,DC,Washington,DC475763,DC,7,8,5600000,70,A,A,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Nicole Taylor,Nicole,Taylor,nicole_taylor@weichert.com,(901) 635-9845,Realty ONE Group,Charleston,SC,Charleston,SC248958,SC,1,6,1740000,81,C,C,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Nicholas Hill,Nicholas,Hill,nicholas.hill@kw.com,(502) 408-8939,eXp Realty,St. Louis,MO,St. Louis,MO284587,MO,4,8,2080000,81,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Emily Edwards,Emily,Edwards,eedwards@homesmart.com,(614) 361-8879,Weichert Realtors,Oklahoma City,OK,Oklahoma City,OK703591,OK,6,8,1680000,70,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Joshua Torres,Joshua,Torres,jtorres@kw.com,(210) 917-9406,Local Brokerage,Tucson,AZ,Tucson,AZ723708,AZ,5,15,6750000,75,B,B,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Nancy Evans,Nancy,Evans,nancy_evans@weichert.com,(415) 596-8361,Keller Williams,Savannah,GA,Savannah,GA719275,GA,3,3,975000,84,C,C,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Scott Richardson,Scott,Richardson,scottrichardson68@yahoo.com,(864) 861-4950,Corcoran Global Living,Denver,CO,Denver,CO847009,CO,8,16,8800000,95,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Anna Ramos,Anna,Ramos,anna_ramos@homesmart.com,(919) 207-6910,Realty ONE Group,Madison,WI,Madison,WI505450,WI,3,6,1650000,82,C,C,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Richard Gray,Richard,Gray,richard_gray@sothebysrealty.com,(612) 553-4984,United Real Estate,Nashville,TN,Nashville,TN200768,TN,5,25,8000000,98,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Steven Wright,Steven,Wright,steven.wright@compass.com,(216) 380-3254,Redfin,Oklahoma City,OK,Oklahoma City,OK639954,OK,3,18,3780000,90,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Jeffrey Roberts,Jeffrey,Roberts,jeffrey.roberts@outlook.com,(312) 678-7261,CBRE,Pittsburgh,PA,Pittsburgh,PA937551,PA,5,10,2900000,70,B,B,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Jacob Morgan,Jacob,Morgan,jacob_morgan@realtor.com,(503) 938-7353,Windermere Real Estate,Savannah,GA,Savannah,GA235044,GA,6,28,9100000,89,C,C,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Andrew Reed,Andrew,Reed,areed@century21.com,(916) 579-6472,CBRE,Omaha,NE,Omaha,NE406066,NE,4,10,2300000,66,B,B,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
James Evans,James,Evans,james.evans@compass.com,(612) 869-2926,Better Homes and Gardens Real Estate,Boise,ID,Boise,ID298389,ID,5,3,1425000,73,C,C,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Daniel Gomez,Daniel,Gomez,daniel_gomez@yahoo.com,(559) 704-1907,Century 21,Indianapolis,IN,Indianapolis,IN245860,IN,6,15,3600000,76,B,B,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Amy Thomas,Amy,Thomas,amy_thomas@yahoo.com,(585) 936-1721,Windermere Real Estate,San Diego,CA,San Diego,CA904801,CA,2,16,12000000,93,A,A,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Brandon Kim,Brandon,Kim,brandon_kim@weichert.com,(314) 528-8119,Coldwell Banker,Philadelphia,PA,Philadelphia,PA406919,PA,10,30,8700000,80,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Brenda Carter,Brenda,Carter,bcarter@coldwellbanker.com,(515) 406-7336,Windermere Real Estate,Miami,FL,Miami,FL252538,FL,2,16,6400000,77,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Timothy Martin,Timothy,Martin,timothy.martin@exp.com,(312) 729-9922,Better Homes and Gardens Real Estate,Spokane,WA,Spokane,WA861143,WA,4,6,3600000,70,C,C,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Susan Morgan,Susan,Morgan,susan_morgan@compass.com,(713) 544-4693,Keller Williams,Montgomery,AL,Montgomery,AL341802,AL,2,3,660000,69,C,C,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Jeffrey Allen,Jeffrey,Allen,jallen@hotmail.com,(402) 600-1689,Windermere Real Estate,Minneapolis,MN,Minneapolis,MN893828,MN,6,50,17500000,84,A,A,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Stephen Robinson,Stephen,Robinson,stephen_robinson@outlook.com,(404) 619-1621,Windermere Real Estate,Indianapolis,IN,Indianapolis,IN907640,IN,3,15,3600000,84,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Mark Lopez,Mark,Lopez,marklopez@sothebysrealty.com,(405) 974-1740,Better Homes and Gardens Real Estate,Dallas,TX,Dallas,TX735216,TX,10,20,7000000,80,A,A,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Barbara Kelly,Barbara,Kelly,bkelly@gmail.com,(215) 793-7650,Windermere Real Estate,Birmingham,AL,Birmingham,AL588868,AL,5,45,9900000,71,B,B,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Benjamin Lewis,Benjamin,Lewis,benjamin_lewis@exp.com,(404) 329-5513,eXp Realty,Las Vegas,NV,Las Vegas,NV248407,NV,5,4,1700000,78,B,B,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
James Thompson,James,Thompson,jthompson@hotmail.com,(501) 439-4436,Sotheby's International Realty,Nashville,TN,Nashville,TN501818,TN,2,50,16000000,92,A,A,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Brandon Flores,Brandon,Flores,brandonflores17@aol.com,(414) 848-3945,ERA Real Estate,Richmond,VA,Richmond,VA379675,VA,2,10,3750000,72,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Gregory Bailey,Gregory,Bailey,gregory.bailey@weichert.com,(816) 317-3086,RE/MAX,Seattle,WA,Seattle,WA375838,WA,10,12,7200000,91,A,A,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Anthony Lopez,Anthony,Lopez,anthonylopez6@century21.com,(202) 279-2690,CBRE,Colorado Springs,CO,Colorado Springs,CO771994,CO,6,10,5500000,83,C,C,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Stephen James,Stephen,James,stephen.james@sothebysrealty.com,(614) 772-1212,Realty ONE Group,San Francisco,CA,San Francisco,CA953314,CA,7,20,15000000,93,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Brian Martinez,Brian,Martinez,brianmartinez49@yahoo.com,(901) 375-8076,Better Homes and Gardens Real Estate,Wichita,KS,Wichita,KS359774,KS,5,3,600000,82,C,C,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Steven Thompson,Steven,Thompson,steven_thompson@remax.com,(864) 637-7909,RE/MAX,Pittsburgh,PA,Pittsburgh,PA191245,PA,1,10,2900000,60,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Kenneth Nelson,Kenneth,Nelson,kenneth.nelson@century21.com,(865) 375-4762,Compass,Bend,OR,Bend,OR721935,OR,6,28,14000000,86,C,C,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Brandon Clark,Brandon,Clark,bclark@kw.com,(916) 865-6290,HomeSmart,San Diego,CA,San Diego,CA181488,CA,6,20,15000000,84,A,A,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Ashley Brooks,Ashley,Brooks,ashley.brooks@kw.com,(713) 552-6972,eXp Realty,Albuquerque,NM,Albuquerque,NM814461,NM,2,3,825000,66,C,C,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
James Diaz,James,Diaz,jamesdiaz@homesmart.com,(206) 844-5283,HomeSmart,Salt Lake City,UT,Salt Lake City,UT182785,UT,8,8,4000000,76,B,B,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Larry Gonzalez,Larry,Gonzalez,larry.gonzalez@aol.com,(407) 935-3895,eXp Realty,Phoenix,AZ,Phoenix,AZ673657,AZ,6,16,7200000,76,A,A,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Samantha Mendoza,Samantha,Mendoza,samanthamendoza15@kw.com,(617) 517-8569,CBRE,Omaha,NE,Omaha,NE774699,NE,10,8,1840000,75,B,B,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Deborah Gray,Deborah,Gray,deborahgray@aol.com,(202) 697-5788,Zillow Premier Agent,San Diego,CA,San Diego,CA369192,CA,6,40,30000000,83,A,A,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Sarah White,Sarah,White,swhite@exp.com,(410) 518-3108,Realty ONE Group,Jackson,MS,Jackson,MS849616,MS,2,6,1080000,76,C,C,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Deborah Ortiz,Deborah,Ortiz,deborah.ortiz@realtor.com,(501) 558-8309,Weichert Realtors,Cleveland,OH,Cleveland,OH756606,OH,8,10,2500000,79,B,B,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Stephen Flores,Stephen,Flores,stephen_flores@coldwellbanker.com,(415) 747-1450,Coldwell Banker,Boise,ID,Boise,ID640934,ID,2,12,5700000,60,C,C,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Emma Baker,Emma,Baker,ebaker@aol.com,(505) 530-5244,Coldwell Banker,Louisville,KY,Louisville,KY812422,KY,10,15,3375000,75,B,B,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Amy Lewis,Amy,Lewis,amylewis@weichert.com,(716) 772-9926,Sotheby's International Realty,Phoenix,AZ,Phoenix,AZ858570,AZ,6,60,27000000,82,A,A,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Richard Smith,Richard,Smith,richard.smith@compass.com,(614) 824-9025,Better Homes and Gardens Real Estate,Houston,TX,Houston,TX607340,TX,5,50,17500000,92,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Debra Murphy,Debra,Murphy,dmurphy@aol.com,(503) 374-4250,CBRE,Miami,FL,Miami,FL537786,FL,10,60,24000000,97,A,A,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Shirley King,Shirley,King,shirleyking16@gmail.com,(716) 598-9612,Redfin,Des Moines,IA,Des Moines,IA438112,IA,3,12,2460000,71,C,C,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Justin Allen,Justin,Allen,justin_allen@kw.com,(916) 816-6596,Local Brokerage,Boston,MA,Boston,MA825787,MA,8,30,19500000,85,A,A,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Debra Kim,Debra,Kim,debra.kim@sothebysrealty.com,(314) 307-6290,eXp Realty,Shreveport,LA,Shreveport,LA441029,LA,2,6,1380000,80,C,C,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Joseph Campbell,Joseph,Campbell,jcampbell@homesmart.com,(503) 683-2915,Corcoran Global Living,New York,NY,New York,NY860749,NY,5,16,13600000,91,A,A,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Samantha Ortiz,Samantha,Ortiz,samanthaortiz68@gmail.com,(515) 308-1277,HomeSmart,Louisville,KY,Louisville,KY874471,KY,2,10,2250000,62,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Emily Martinez,Emily,Martinez,emily_martinez@kw.com,(505) 472-1276,RE/MAX,Tallahassee,FL,Tallahassee,FL749578,FL,4,10,4000000,83,C,C,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Alexander Allen,Alexander,Allen,alexanderallen11@hotmail.com,(901) 680-8362,Redfin,Memphis,TN,Memphis,TN710859,TN,6,18,5760000,85,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Deborah Edwards,Deborah,Edwards,deborah_edwards@homesmart.com,(503) 937-2850,Sotheby's International Realty,Savannah,GA,Savannah,GA849147,GA,4,6,1950000,76,C,C,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Brian Reyes,Brian,Reyes,brian.reyes@century21.com,(216) 940-7855,Corcoran Global Living,Minneapolis,MN,Minneapolis,MN755862,MN,12,60,21000000,93,A,A,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
