name,email,phone,brokerage,metro_area,state,license_number,years_experience,transaction_volume,cream_fit_score,priority_tier,date_added
Emma Thompson,emma.thompson9@yahoo.com,(513) 260-7499,William Pitt,"Dallas, OH",OH,R.E.7835555,0,1,60,A,2026-04-05
Ashley Moore,amoore@kw.com,(814) 703-5431,Orlando Dream Homes,"Fort Worth, PA",PA,RS386297,9,29,83,A,2026-04-05
Anna Moore,amoore@icloud.com,(814) 753-9349,Allie Beth Allman,"Austin, PA",PA,RS392300,12,36,96,A,2026-04-05
Emily Scott,emily75@sunshinestateproperties.com,(912) 443-7414,Sunshine State Properties,"Macon, GA",GA,GA4664387,12,82,90,C,2026-04-05
Carolyn Anderson,carolyn_anderson@icloud.com,(717) 276-9442,ERA Real Estate,"Fort Worth, PA",PA,RS359470,20,61,90,A,2026-04-05
Nicole Green,ngreen@julieharrisrealty.com,(312) 213-6963,Julie Harris Realty,"Midland, IL",IL,4758246416,20,79,100,C,2026-04-05
Amanda Wood,amanda.wood5@kw.com,(520) 915-3770,Brown Harris Stevens,"Houston, AZ",AZ,AZ9455681,7,31,81,A,2026-04-05
Terry Gutierrez,terryg@redfin.com,(704) 781-2299,The Collective,"Fort Worth, NC",NC,NC5726173,22,82,94,A,2026-04-05
Arthur Cook,acook@realty.com,(469) 503-7699,John L. Scott,"Waco, TX",TX,TREC1014684,21,56,86,C,2026-04-05
Alexander Ruiz,ruiza@remax.net,(914) 223-1319,RE/MAX,"McAllen, NY",NY,104917292208,3,6,78,B,2026-04-05
Debra Diaz,debra_diaz@expworldholdings.com,(630) 369-1450,Berkshire Hathaway,"Tyler, IL",IL,4757217935,0,1,63,C,2026-04-05
Charles Rogers,rogersc@realtor.com,(704) 316-2484,Miami Beach Realty,"Concord, NC",NC,NC3801495,17,61,89,C,2026-04-05
Jack Gonzalez,jackg@daveperrymiller.com,(805) 208-9426,Dave Perry Miller,"Oakland, CA",CA,BRE5726270,5,22,82,B,2026-04-05
Anthony Long,anthony.long5@sothebysrealty.com,(706) 808-2963,Long & Foster,"Macon, GA",GA,GA2045199,11,48,89,C,2026-04-05
Juan Murphy,juan.murphy@corcoran.com,(602) 353-9432,Corcoran,"Glendale, AZ",AZ,AZ9264803,23,47,99,C,2026-04-05
Raymond Phillips,raymond.phillips@yahoo.com,(937) 251-3799,Keller Williams,"Dallas, OH",OH,R.E.8512228,19,31,89,A,2026-04-05
Kimberly Nelson,kimberly.nelson@douglaselliman.com,(478) 574-6574,Douglas Elliman,"San Antonio, GA",GA,GA3037256,12,71,90,A,2026-04-05
Christina Moore,christina_moore@coldwellbanker.com,(815) 695-9924,Coldwell Banker,"Waco, IL",IL,4751729254,23,66,90,C,2026-04-05
Helen Moore,helenm@hillcountryrealestate.com,(513) 349-5083,Hill Country Real Estate,"Houston, OH",OH,R.E.4696783,9,22,83,A,2026-04-05
Margaret Cox,margaretc@nicholasrealty.com,(832) 866-5587,Nicholas Realty,"Amarillo, TX",TX,TREC3917942,19,59,90,B,2026-04-05
Gary Adams,adamsg@berkshirehathaway.com,(928) 999-8459,Nicholas Realty,"Chandler, AZ",AZ,AZ3520938,1,5,60,C,2026-04-05
Grace Foster,grace67@sunshinestateproperties.com,(832) 245-8927,Sunshine State Properties,"Waco, TX",TX,TREC7953833,1,5,68,C,2026-04-05
Arthur Rodriguez,rodrigueza@austinhomegirls.com,(980) 401-6119,Austin Home Girls,"Austin, NC",NC,NC2699839,24,63,91,A,2026-04-05
James Gomez,james47@realogicssothebys.com,(440) 942-1514,Realogics Sotheby's,"Houston, OH",OH,R.E.6492544,16,65,94,A,2026-04-05
Margaret King,margaretk@yahoo.com,(213) 517-3388,Hill Country Real Estate,"Oakland, CA",CA,BRE9166040,6,19,80,B,2026-04-05
Joseph Lewis,joseph20@sothebysrealty.com,(559) 300-6464,Hill Country Real Estate,"Sacramento, CA",CA,BRE8934986,13,32,90,A,2026-04-05
Jessica Cook,jessica.cook5@berkshirehathaway.com,(773) 632-4148,Briggs Freeman,"Corpus Christi, IL",IL,4754779799,5,13,66,B,2026-04-05
Olivia Young,olivia.young@hotmail.com,(312) 821-7778,Berkshire Hathaway HomeServices,"Corpus Christi, IL",IL,4753686116,1,1,60,B,2026-04-05
Kenneth James,kjames@sothebysrealty.com,(347) 330-8659,Better Homes & Gardens,"Manhattan, NY",NY,104914405036,8,24,89,A,2026-04-05
Alexander Carter,acarter@sothebysrealty.com,(559) 244-6616,William Pitt,"San Francisco, CA",CA,BRE5500051,19,70,100,A,2026-04-05
Arthur Myers,arthur80@coldwellbanker.com,(440) 763-9382,Coldwell Banker,"Houston, OH",OH,R.E.4122944,12,48,94,A,2026-04-05
Ronald Gray,ronaldg@remax.net,(484) 910-1201,Douglas Elliman,"Erie, PA",PA,RS314539,10,33,87,B,2026-04-05
Timothy James,jamest@compass.com,(912) 511-2179,Brown Harris Stevens,"Marietta, GA",GA,GA3682779,19,75,95,B,2026-04-05
Maria Mendoza,maria.mendoza2@elliman.com,(229) 632-6328,Realogics Sotheby's,"Augusta, GA",GA,GA4021635,3,6,73,B,2026-04-05
Andrew Diaz,andrewd@outlook.com,(832) 245-6304,Better Homes & Gardens,"Amarillo, TX",TX,TREC2533196,4,23,74,B,2026-04-05
Emily Robinson,emily.robinson8@elliman.com,(602) 344-7746,Long & Foster,"San Antonio, AZ",AZ,AZ1380027,16,57,87,A,2026-04-05
Christina Campbell,christinac@century21.com,(530) 829-7981,eXp Realty,"Los Angeles, CA",CA,BRE1201538,25,48,100,A,2026-04-05
Ashley Garcia,garciaa@sothebysrealty.com,(919) 616-6478,Sunshine State Properties,"Winston-Salem, NC",NC,NC3821983,13,36,89,B,2026-04-05
Kimberly Hughes,kimberly95@expworldholdings.com,(267) 686-5546,Tampa Bay Elite,"State College, PA",PA,RS352963,6,34,86,C,2026-04-05
Emma Ward,eward@kw.com,(215) 250-2785,Houston Luxury Homes,"San Antonio, PA",PA,RS380739,23,27,82,A,2026-04-05
Michael Foster,fosterm@expworldholdings.com,(919) 754-9223,The Collective,"Fayetteville, NC",NC,NC4597910,6,14,80,C,2026-04-05
Katherine Hernandez,katherineh@realogicssothebys.com,(614) 275-3337,Realogics Sotheby's,"Fort Worth, OH",OH,R.E.3597888,25,45,93,A,2026-04-05
Rachel Anderson,rachel96@realty.com,(330) 243-8016,William Pitt,"Springfield, OH",OH,R.E.9958254,19,32,98,C,2026-04-05
Juan Taylor,juan.taylor5@hotmail.com,(814) 345-4200,Briggs Freeman,"Dallas, PA",PA,RS360551,11,48,87,A,2026-04-05
Catherine Gray,catherine.gray4@sothebysrealty.com,(737) 933-5810,Windermere,"Waco, TX",TX,TREC2010855,21,58,97,C,2026-04-05
Sarah Sanchez,ssanchez@kw.com,(817) 220-6779,Windermere,"Dallas, TX",TX,TREC2522058,24,40,100,A,2026-04-05
Rebecca Young,youngr@hotmail.com,(480) 253-5006,Windermere,"Surprise, AZ",AZ,AZ6830089,8,33,91,C,2026-04-05
Donald Sanders,donald55@elliman.com,(631) 826-3040,Sotheby's International,"Manhattan, NY",NY,104919301657,3,21,82,A,2026-04-05
Jerry Thomas,jerryt@berkshirehathaway.com,(212) 982-4133,Houston Luxury Homes,"Corpus Christi, NY",NY,104919904189,21,84,88,B,2026-04-05
Amy Cruz,amy50@elliman.com,(520) 633-8160,Brown Harris Stevens,"San Antonio, AZ",AZ,AZ7179694,10,30,87,A,2026-04-05
Michael Cox,coxm@elliman.com,(336) 753-4076,Allie Beth Allman,"Gastonia, NC",NC,NC3386837,10,60,96,C,2026-04-05
Jason Sanchez,jason63@realogicssothebys.com,(267) 875-9117,Realogics Sotheby's,"State College, PA",PA,RS306553,18,24,81,C,2026-04-05
Jonathan Ramirez,jonathan55@remax.net,(229) 898-7936,Realogics Sotheby's,"Houston, GA",GA,GA7455522,23,19,87,A,2026-04-05
Jeffrey Flores,jeffrey.flores2@realty.com,(415) 989-8482,Nicholas Realty,"Los Angeles, CA",CA,BRE2945149,14,52,89,A,2026-04-05
Terry Hill,terry_hill@sothebysinternational.com,(850) 561-8050,Sotheby's International,"Fort Lauderdale, FL",FL,BK4911538,18,24,95,A,2026-04-05
Brenda Cox,brenda.cox@remax.net,(912) 400-9900,Houston Luxury Homes,"Austin, GA",GA,GA7024418,19,44,92,A,2026-04-05
David Jones,jonesd@kw.com,(212) 347-2331,Briggs Freeman,"Midland, NY",NY,104914019947,6,26,82,C,2026-04-05
Kenneth Cooper,kcooper@icloud.com,(737) 440-2057,Sotheby's International Realty,"Amarillo, TX",TX,TREC8950151,9,12,82,B,2026-04-05
Karen Ross,karen.ross8@berkshirehathaway.com,(212) 674-1720,Corcoran,"Long Island, NY",NY,104913860721,2,4,60,A,2026-04-05
Steven Chavez,steven55@hotmail.com,(912) 231-2458,Julie Harris Realty,"Houston, GA",GA,GA9478834,13,53,93,A,2026-04-05
Jonathan Hill,jonathanh@kw.com,(239) 978-3210,eXp Realty,"Jacksonville, FL",FL,BK9306318,6,33,87,A,2026-04-05
Laura Roberts,laura_roberts@gmail.com,(713) 626-6662,The Collective,"Austin, TX",TX,TREC2992337,8,25,84,A,2026-04-05
Cynthia Torres,cynthia.torres8@yahoo.com,(919) 499-9165,Century 21,"Raleigh, NC",NC,NC3634495,11,64,98,B,2026-04-05
John Gonzalez,gonzalezj@cbrealty.com,(630) 686-7676,Julie Harris Realty,"Corpus Christi, IL",IL,4759096245,10,45,96,B,2026-04-05
Mary Nelson,mary_nelson@sothebysrealty.com,(480) 945-2019,ERA Real Estate,"Scottsdale, AZ",AZ,AZ9278205,1,9,60,B,2026-04-05
Kevin King,kking@compass.com,(610) 286-9021,Austin Home Girls,"Pittsburgh, PA",PA,RS387424,22,30,94,B,2026-04-05
Steven Hill,steven.hill@compass.com,(773) 401-2044,Sunshine State Properties,"El Paso, IL",IL,4759413245,17,51,92,B,2026-04-05
Cynthia Sanders,csanders@compass.com,(623) 342-9615,William Pitt,"Scottsdale, AZ",AZ,AZ9563110,8,20,78,B,2026-04-05
James Stewart,stewartj@yahoo.com,(832) 593-5327,Ebby Halliday,"Tyler, TX",TX,TREC8908643,15,69,90,C,2026-04-05
Juan Ramirez,ramirezj@elliman.com,(737) 517-5686,Windermere,"Dallas, TX",TX,TREC9413840,13,54,87,A,2026-04-05
Emma Jimenez,jimeneze@sothebysinternational.com,(415) 932-4335,Sotheby's International,"Fresno, CA",CA,BRE5946360,22,54,100,B,2026-04-05
Kevin Jackson,kevin_jackson@hotmail.com,(631) 292-2917,Rogers Healy,"Amarillo, NY",NY,104916687729,25,48,95,B,2026-04-05
Amy Stewart,astewart@realtor.com,(706) 984-2251,Corcoran,"Atlanta, GA",GA,GA9386300,9,13,79,B,2026-04-05
Olivia Ward,wardo@remax.net,(941) 589-4296,Dave Perry Miller,"Miami, FL",FL,BK2027968,7,13,74,A,2026-04-05
Rachel Mendoza,mendozar@cbrealty.com,(910) 495-5111,RE/MAX,"Durham, NC",NC,NC6226208,22,51,100,B,2026-04-05
Cynthia Torres,cynthia.torres3@redfin.com,(630) 384-2090,Keller Williams,"Lubbock, IL",IL,4759043110,11,52,92,B,2026-04-05
Arthur Brown,arthurb@thecollective.com,(352) 951-3663,The Collective,"Cape Coral, FL",FL,BK1019586,13,29,85,B,2026-04-05
Mark Miller,mmiller@realtor.com,(872) 285-3209,Long & Foster,"Tyler, IL",IL,4759251246,6,39,83,C,2026-04-05
Brian Ross,rossb@realty.com,(419) 247-7603,Houston Luxury Homes,"Youngstown, OH",OH,R.E.1744856,6,19,75,C,2026-04-05
Ryan Bailey,ryan.bailey@redfin.com,(310) 844-9334,Allie Beth Allman,"Riverside, CA",CA,BRE7699421,2,10,69,B,2026-04-05
Douglas White,whited@icloud.com,(937) 687-4921,Allie Beth Allman,"Toledo, OH",OH,R.E.7804307,25,38,95,B,2026-04-05
Ashley Martin,ashley.martin@outlook.com,(984) 615-9259,Realogics Sotheby's,"San Antonio, NC",NC,NC3108733,11,21,91,A,2026-04-05
Dorothy Gutierrez,dorothy_gutierrez@remax.net,(602) 234-8654,Long & Foster,"Phoenix, AZ",AZ,AZ4390871,4,15,76,B,2026-04-05
Samantha Rogers,srogers@compass.com,(512) 426-4619,John L. Scott,"Austin, TX",TX,TREC6207633,1,2,66,A,2026-04-05
Cynthia Wright,cynthia_wright@yahoo.com,(630) 730-8645,Rogers Healy,"Evanston, IL",IL,4751728028,22,66,85,A,2026-04-05
Catherine Alvarez,catherine56@hotmail.com,(915) 274-5012,Redfin,"Midland, TX",TX,TREC8649726,12,41,89,C,2026-04-05
William Ortiz,william79@expworldholdings.com,(602) 797-2570,Sotheby's International,"Phoenix, AZ",AZ,AZ5451632,9,20,90,B,2026-04-05
Bryan Thomas,thomasb@remax.net,(949) 468-2432,John L. Scott,"Sacramento, CA",CA,BRE6566054,11,24,85,A,2026-04-05
Betty Ramirez,betty.ramirez7@realtor.com,(737) 951-4151,Brown Harris Stevens,"Lubbock, TX",TX,TREC3160118,15,58,97,B,2026-04-05
Jacob Rodriguez,rodriguezj@kw.com,(630) 609-6501,RE/MAX,"Schaumburg, IL",IL,4758426730,3,15,78,A,2026-04-05
Stephen Mitchell,stephenm@elliman.com,(215) 583-8115,Berkshire Hathaway HomeServices,"Houston, PA",PA,RS353312,15,46,85,A,2026-04-05
Henry Edwards,henry46@remax.net,(386) 794-5479,Halstead,"Fort Lauderdale, FL",FL,BK4350240,15,57,97,A,2026-04-05
Andrew Martinez,amartinez@hillcountryrealestate.com,(770) 432-2242,Hill Country Real Estate,"Marietta, GA",GA,GA3148450,5,8,67,B,2026-04-05
Linda Evans,lindae@outlook.com,(212) 961-1245,Allie Beth Allman,"Long Island, NY",NY,104917516129,2,3,64,A,2026-04-05
Ryan Phillips,ryan.phillips@outlook.com,(602) 795-4379,Sotheby's International Realty,"Glendale, AZ",AZ,AZ4318160,2,9,62,C,2026-04-05
Angela Lopez,lopeza@miamibeachrealty.com,(646) 537-6341,Miami Beach Realty,"Waco, NY",NY,104911843018,1,5,64,C,2026-04-05
Brian Turner,briant@sothebysrealty.com,(912) 277-3252,Tampa Bay Elite,"Houston, GA",GA,GA4902932,13,49,89,A,2026-04-05
George Campbell,george.campbell@erarealestate.com,(928) 529-7571,ERA Real Estate,"Scottsdale, AZ",AZ,AZ2989796,0,5,62,B,2026-04-05
Thomas Perry,thomas.perry3@realtor.com,(813) 680-4782,Julie Harris Realty,"Daytona Beach, FL",FL,BK9988877,24,28,91,C,2026-04-05
Angela King,angela.king@longfoster.com,(440) 389-7341,Long & Foster,"San Antonio, OH",OH,R.E.1408867,15,82,96,A,2026-04-05
Angela Diaz,angela_diaz@hotmail.com,(727) 958-3549,Brown Harris Stevens,"Miami, FL",FL,BK7741371,9,12,70,A,2026-04-05
Jack Powell,jpowell@realtor.com,(914) 596-1157,Allie Beth Allman,"Manhattan, NY",NY,104911410461,11,79,98,A,2026-04-05
Ruth James,ruth_james@realty.com,(956) 305-3216,Century 21,"Waco, TX",TX,TREC6012268,11,80,90,C,2026-04-05
Catherine Morris,cmorris@kellerwilliams.com,(229) 847-9456,Keller Williams,"Valdosta, GA",GA,GA8546796,3,8,63,C,2026-04-05
Patricia Perry,patriciap@outlook.com,(419) 668-3072,Berkshire Hathaway,"Dallas, OH",OH,R.E.4610655,5,16,72,A,2026-04-05
Terry Moore,tmoore@outlook.com,(872) 537-6004,Sotheby's International,"El Paso, IL",IL,4758613170,25,30,97,B,2026-04-05
Catherine Clark,catherine17@alliebethallman.com,(949) 870-5075,Allie Beth Allman,"Oakland, CA",CA,BRE6957371,13,62,91,B,2026-04-05
Jennifer Carter,jcarter@cbrealty.com,(480) 711-2495,ERA Real Estate,"Chandler, AZ",AZ,AZ4343345,6,22,83,C,2026-04-05
Matthew Kelly,matthew.kelly@sothebysrealty.com,(805) 474-6262,Berkshire Hathaway HomeServices,"Los Angeles, CA",CA,BRE9520103,1,2,65,A,2026-04-05
Christine Young,youngc@berkshirehathaway.com,(614) 714-2772,Dave Perry Miller,"Houston, OH",OH,R.E.9990667,19,78,100,A,2026-04-05
Kathryn Smith,kathryns@century21.com,(214) 482-2525,Century 21,"Beaumont, TX",TX,TREC4737000,24,54,89,C,2026-04-05
Sarah Hernandez,sarah.hernandez@realty.com,(941) 892-7455,Nicholas Realty,"Tampa, FL",FL,BK1794509,4,14,65,A,2026-04-05
Lisa Harris,harrisl@realogicssothebys.com,(224) 803-3642,Realogics Sotheby's,"Evanston, IL",IL,4757769150,1,5,60,A,2026-04-05
Kevin Cruz,kevin51@realtyonegroup.com,(215) 267-5396,Realty ONE Group,"Dallas, PA",PA,RS397707,23,33,85,A,2026-04-05
Kenneth Russell,kenneth.russell@kw.com,(210) 760-9480,Halstead,"McAllen, TX",TX,TREC4303577,13,57,88,B,2026-04-05
Peter Scott,peter_scott@berkshirehathaway.com,(412) 695-2365,The Collective,"Erie, PA",PA,RS309836,7,25,90,B,2026-04-05
Henry Perry,henry52@hotmail.com,(713) 716-1031,John L. Scott,"San Antonio, TX",TX,TREC4981552,24,69,94,A,2026-04-05
Patrick Patel,patrickp@redfin.com,(404) 712-7994,Briggs Freeman,"Marietta, GA",GA,GA3987383,7,15,75,B,2026-04-05
Amy Castillo,amyc@realtor.com,(858) 951-6639,Sotheby's International,"Sacramento, CA",CA,BRE2305228,3,19,78,A,2026-04-05
Thomas Turner,tturner@elliman.com,(312) 264-5000,Corcoran,"Waco, IL",IL,4757383002,8,35,88,C,2026-04-05
Brian Torres,briant@expworldholdings.com,(305) 792-3916,Tampa Bay Elite,"Lakeland, FL",FL,BK4678663,24,48,93,C,2026-04-05
Arthur Gutierrez,arthur_gutierrez@johnl.scott.com,(737) 608-7366,John L. Scott,"Midland, TX",TX,TREC5210942,22,30,94,C,2026-04-05
Frank Rogers,frank_rogers@realty.com,(917) 850-2892,Douglas Elliman,"Beaumont, NY",NY,104912433921,2,7,66,C,2026-04-05
Virginia Gonzalez,virginia64@kw.com,(480) 232-8719,Ebby Halliday,"Austin, AZ",AZ,AZ3432414,14,47,85,A,2026-04-05
Janet Foster,janet.foster@compass.com,(740) 552-5518,Hill Country Real Estate,"Canton, OH",OH,R.E.5302597,21,59,98,C,2026-04-05
Donald Mitchell,donaldm@gmail.com,(239) 391-3542,Corcoran,"St. Petersburg, FL",FL,BK5212567,0,6,60,B,2026-04-05
Carol Adams,carol33@sothebysinternational.com,(610) 750-8917,Sotheby's International,"State College, PA",PA,RS382636,14,70,98,C,2026-04-05
Robert Thompson,robert.thompson@hotmail.com,(623) 250-8176,Houston Luxury Homes,"Scottsdale, AZ",AZ,AZ8133275,19,50,98,B,2026-04-05
Grace Davis,grace.davis6@elliman.com,(570) 625-5460,Windermere,"Houston, PA",PA,RS333978,1,9,64,A,2026-04-05
Grace Murphy,murphyg@yahoo.com,(623) 421-8711,Julie Harris Realty,"Surprise, AZ",AZ,AZ8425367,8,34,93,C,2026-04-05
Linda Long,lindal@brownharrisstevens.com,(512) 712-7880,Brown Harris Stevens,"Corpus Christi, TX",TX,TREC5706235,6,24,84,B,2026-04-05
Susan Ward,wards@remax.net,(916) 619-3400,Dave Perry Miller,"Oakland, CA",CA,BRE6245426,11,56,91,B,2026-04-05
Laura Thompson,lthompson@remax.net,(914) 404-8594,Realty ONE Group,"El Paso, NY",NY,104919662935,19,68,92,B,2026-04-05
Joshua Cook,joshua.cook8@tampabayelite.com,(914) 604-7291,Tampa Bay Elite,"Beaumont, NY",NY,104914612330,1,9,68,C,2026-04-05
Mark Lopez,mlopez@betterhomesgardens.com,(440) 687-2282,Better Homes & Gardens,"Austin, OH",OH,R.E.6083683,11,68,88,A,2026-04-05
Benjamin Collins,benjamin9@berkshirehathawayhomeservices.com,(520) 337-8278,Berkshire Hathaway HomeServices,"Austin, AZ",AZ,AZ4585621,0,6,66,A,2026-04-05
Andrew Baker,andrew.baker3@yahoo.com,(404) 368-8872,Long & Foster,"Roswell, GA",GA,GA7771240,22,63,86,C,2026-04-05
Dylan Perez,dylan.perez5@sothebysinternationalrealty.com,(216) 366-8277,Sotheby's International Realty,"Canton, OH",OH,R.E.2920046,23,79,99,C,2026-04-05
Cynthia Taylor,cynthia.taylor@exprealty.com,(440) 290-9698,eXp Realty,"Fort Worth, OH",OH,R.E.9289980,6,37,80,A,2026-04-05
Cynthia Cook,ccook@erarealestate.com,(910) 331-5962,ERA Real Estate,"Houston, NC",NC,NC9155726,15,72,100,A,2026-04-05
Amy Martinez,amartinez@icloud.com,(980) 615-9875,Corcoran,"Winston-Salem, NC",NC,NC2705852,12,45,92,B,2026-04-05
Walter Wright,walter27@century21.com,(814) 649-2779,Century 21,"Scranton, PA",PA,RS388877,15,28,85,C,2026-04-05
Bryan Price,priceb@sothebysrealty.com,(469) 618-4034,Hill Country Real Estate,"Lubbock, TX",TX,TREC4551074,23,28,88,B,2026-04-05
Charles Robinson,charles_robinson@brownharrisstevens.com,(914) 269-8163,Brown Harris Stevens,"Brooklyn, NY",NY,104912588209,15,79,91,A,2026-04-05
Maria Perez,maria.perez@douglaselliman.com,(626) 825-6255,Douglas Elliman,"Fresno, CA",CA,BRE8244762,16,83,99,B,2026-04-05
Timothy Martinez,timothy_martinez@century21.com,(929) 279-9427,Ebby Halliday,"Queens, NY",NY,104911944358,20,24,89,A,2026-04-05
Christina Ramirez,cramirez@exprealty.com,(623) 908-4431,eXp Realty,"Phoenix, AZ",AZ,AZ2936192,17,49,86,B,2026-04-05
Olivia Parker,olivia.parker3@kw.com,(929) 808-1205,Julie Harris Realty,"Waco, NY",NY,104913533344,14,21,91,C,2026-04-05
Deborah Alvarez,deborah.alvarez@outlook.com,(478) 678-6688,The Collective,"San Antonio, GA",GA,GA8641546,23,30,96,A,2026-04-05
David Collins,dcollins@sothebysinternationalrealty.com,(404) 983-3981,Sotheby's International Realty,"Austin, GA",GA,GA5644361,22,23,90,A,2026-04-05
Samuel Flores,samuelf@outlook.com,(412) 303-6851,John L. Scott,"Austin, PA",PA,RS390130,21,46,86,A,2026-04-05
Margaret Martin,margaretm@elliman.com,(847) 577-5981,JP & Associates,"Amarillo, IL",IL,4753155453,24,73,94,B,2026-04-05
Jeffrey Powell,jeffrey10@miamibeachrealty.com,(610) 760-6165,Miami Beach Realty,"Lancaster, PA",PA,RS348391,23,62,91,C,2026-04-05
Walter James,walter.james@sunshinestateproperties.com,(912) 766-6137,Sunshine State Properties,"Savannah, GA",GA,GA2340303,4,19,74,B,2026-04-05
Deborah Morris,deborah.morris@century21.com,(404) 452-4055,William Pitt,"Houston, GA",GA,GA8090481,13,27,88,A,2026-04-05
Walter Long,walter59@century21.com,(419) 817-9135,Century 21,"Akron, OH",OH,R.E.4452000,10,65,93,C,2026-04-05
Olivia Watson,owatson@century21.com,(623) 917-9134,Dave Perry Miller,"Tempe, AZ",AZ,AZ9738842,9,14,81,B,2026-04-05
Kenneth Miller,kenneth.miller@century21.com,(213) 970-9387,Sotheby's International Realty,"San Francisco, CA",CA,BRE9193524,15,49,94,A,2026-04-05
Kevin Baker,kevin.baker8@expworldholdings.com,(520) 669-3076,Berkshire Hathaway,"Phoenix, AZ",AZ,AZ1394664,3,16,68,B,2026-04-05
Patricia Patel,patricia.patel@gmail.com,(929) 982-4294,Briggs Freeman,"Queens, NY",NY,104914581343,6,40,84,A,2026-04-05
Linda Allen,lallen@outlook.com,(737) 430-7084,Hill Country Real Estate,"McAllen, TX",TX,TREC6850570,8,25,76,B,2026-04-05
Richard Evans,richard.evans@tampabayelite.com,(928) 761-7972,Tampa Bay Elite,"Mesa, AZ",AZ,AZ9450294,24,52,88,B,2026-04-05
Walter Alvarez,waltera@gmail.com,(727) 246-2274,Berkshire Hathaway HomeServices,"St. Petersburg, FL",FL,BK5781987,4,21,73,B,2026-04-05
Linda Diaz,linda_diaz@elliman.com,(570) 730-4375,Berkshire Hathaway,"Bethlehem, PA",PA,RS323583,0,5,60,C,2026-04-05
Walter Kim,walter.kim4@sothebysinternationalrealty.com,(678) 833-2686,Sotheby's International Realty,"Valdosta, GA",GA,GA1039375,13,38,89,C,2026-04-05
Arthur Cruz,arthurc@austinhomegirls.com,(212) 289-9079,Austin Home Girls,"Lubbock, NY",NY,104919222812,6,27,90,B,2026-04-05
Bradley Evans,bradley.evans9@jpassociates.com,(806) 582-3035,JP & Associates,"San Antonio, TX",TX,TREC7042301,9,30,83,A,2026-04-05
Karen Peterson,karen_peterson@austinhomegirls.com,(484) 684-7373,Austin Home Girls,"Austin, PA",PA,RS349970,25,43,96,A,2026-04-05
Bryan Brooks,bryanb@outlook.com,(828) 567-2033,JP & Associates,"Houston, NC",NC,NC8945534,20,53,99,A,2026-04-05
James Cooper,james_cooper@remax.net,(630) 813-4934,Century 21,"Schaumburg, IL",IL,4757679085,3,16,71,A,2026-04-05
Bryan Rodriguez,bryan.rodriguez@redfin.com,(214) 225-1232,Compass,"Fort Worth, TX",TX,TREC5381042,15,31,85,A,2026-04-05
Paul Ortiz,paul72@elliman.com,(916) 918-5622,Tampa Bay Elite,"Bakersfield, CA",CA,BRE9917656,11,26,84,B,2026-04-05
Frank Miller,millerf@hotmail.com,(914) 255-5061,Miami Beach Realty,"Manhattan, NY",NY,104919567565,18,71,85,A,2026-04-05
Larry Foster,larryf@redfin.com,(828) 717-2165,eXp Realty,"Fort Worth, NC",NC,NC5764880,19,35,86,A,2026-04-05
Catherine Sanchez,csanchez@realty.com,(646) 756-9309,Sotheby's International Realty,"Corpus Christi, NY",NY,104914886416,19,63,91,B,2026-04-05
Thomas Wood,thomas.wood4@kw.com,(813) 301-1387,Halstead,"St. Petersburg, FL",FL,BK8520290,6,29,84,B,2026-04-05
Robert Collins,collinsr@realtor.com,(910) 518-5455,Miami Beach Realty,"Raleigh, NC",NC,NC5611431,25,75,85,B,2026-04-05
George Morgan,george_morgan@brownharrisstevens.com,(570) 233-1578,Brown Harris Stevens,"Lancaster, PA",PA,RS396660,0,7,70,C,2026-04-05
Brenda Ramirez,brendar@miamibeachrealty.com,(614) 462-7318,Miami Beach Realty,"Dayton, OH",OH,R.E.2814817,15,73,100,B,2026-04-05
Christine Martinez,christine.martinez9@icloud.com,(714) 752-2839,The Agency,"San Francisco, CA",CA,BRE4185674,20,64,85,A,2026-04-05
Richard Clark,clarkr@expworldholdings.com,(602) 247-4191,William Pitt,"Mesa, AZ",AZ,AZ8572809,8,27,80,B,2026-04-05
Nancy Jones,nancy.jones@expworldholdings.com,(412) 587-8816,The Agency,"Houston, PA",PA,RS319858,4,18,82,A,2026-04-05
Frank Lee,frank.lee3@expworldholdings.com,(941) 619-2430,Nicholas Realty,"Daytona Beach, FL",FL,BK8042599,0,7,66,C,2026-04-05
Sharon Parker,sparker@sunshinestateproperties.com,(484) 237-1299,Sunshine State Properties,"Dallas, PA",PA,RS309443,6,32,87,A,2026-04-05
Edward Harris,edward_harris@hillcountryrealestate.com,(330) 318-9442,Hill Country Real Estate,"Fort Worth, OH",OH,R.E.5007754,9,31,86,A,2026-04-05
Stephen Cooper,scooper@cbrealty.com,(212) 607-9109,Douglas Elliman,"McAllen, NY",NY,104917630543,14,60,85,B,2026-04-05
Christina Perry,perryc@gmail.com,(602) 569-3271,Realogics Sotheby's,"Tucson, AZ",AZ,AZ1301006,0,13,62,B,2026-04-05
Kathleen Anderson,kathleena@berkshirehathaway.com,(813) 645-9600,Hill Country Real Estate,"Cape Coral, FL",FL,BK1307210,20,50,98,B,2026-04-05
Dorothy Adams,adamsd@redfin.com,(631) 935-7018,Halstead,"Lubbock, NY",NY,104919285241,5,19,72,B,2026-04-05
Gary Ross,gary.ross@kw.com,(815) 521-9340,The Agency,"Midland, IL",IL,4756046765,21,33,86,C,2026-04-05
